Datum tenaamstelling,Brandstof omschrijving,Kenteken
2001-06-22,Benzine,3365
2001-06-25,Diesel,476
2001-06-25,Benzine,3366
2001-06-26,Diesel,477
2001-06-26,Benzine,3369
2001-06-27,Benzine,3374
2001-06-27,Diesel,478
2001-06-28,Benzine,3381
2001-06-28,Diesel,479
2001-06-29,Benzine,3389
2001-06-29,Diesel,480
2001-06-30,Benzine,3393
2001-07-02,Benzine,3394
2001-07-03,Benzine,3398
2001-07-04,Benzine,3399
2001-07-05,Benzine,3404
2001-07-06,Benzine,3409
2001-07-06,Diesel,481
2001-07-07,Benzine,3411
2001-07-09,Benzine,3412
2001-07-10,Benzine,3415
2001-07-11,Benzine,3418
2001-07-12,Benzine,3421
2001-07-13,Benzine,3424
2001-07-14,Benzine,3426
2001-07-16,Benzine,3431
2001-07-16,Diesel,482
2001-07-17,Benzine,3439
2001-07-18,Diesel,483
2001-07-18,Benzine,3442
2001-07-19,Diesel,484
2001-07-19,Benzine,3447
2001-07-20,Benzine,3452
2001-07-21,Diesel,485
2001-07-23,Benzine,3454
2001-07-24,LPG,105
2001-07-24,Benzine,3458
2001-07-25,Benzine,3460
2001-07-26,Benzine,3464
2001-07-27,Benzine,3468
2001-07-28,Benzine,3470
2001-07-30,Benzine,3471
2001-07-31,Benzine,3473
2001-08-01,Benzine,3474
2001-08-02,Benzine,3476
2001-08-03,LPG,106
2001-08-03,Benzine,3477
2001-08-03,Diesel,486
2001-08-04,Benzine,3479
2001-08-06,Benzine,3480
2001-08-07,Benzine,3483
2001-08-08,Benzine,3486
2001-08-09,Benzine,3487
2001-08-10,Benzine,3491
2001-08-13,Benzine,3492
2001-08-13,Diesel,487
2001-08-14,Benzine,3493
2001-08-15,Benzine,3496
2001-08-16,Diesel,489
2001-08-16,Benzine,3498
2001-08-17,Benzine,3501
2001-08-20,Benzine,3502
2001-08-21,Benzine,3504
2001-08-22,Diesel,490
2001-08-22,Benzine,3505
2001-08-24,Benzine,3508
2001-08-24,Diesel,491
2001-08-25,Benzine,3509
2001-08-27,Benzine,3510
2001-08-28,Diesel,492
2001-08-29,Benzine,3513
2001-08-30,Benzine,3516
2001-08-31,Diesel,493
2001-08-31,Benzine,3519
2001-09-01,Diesel,494
2001-09-03,Benzine,3521
2001-09-03,LPG,107
2001-09-04,Diesel,495
2001-09-04,Benzine,3524
2001-09-05,Benzine,3526
2001-09-06,Benzine,3528
2001-09-07,Benzine,3529
2001-09-07,Diesel,496
2001-09-08,Benzine,3531
2001-09-10,Benzine,3533
2001-09-11,Benzine,3534
2001-09-12,Diesel,497
2001-09-13,Benzine,3536
2001-09-13,Diesel,498
2001-09-14,Benzine,3540
2001-09-15,LPG,108
2001-09-18,Benzine,3543
2001-09-19,Diesel,499
2001-09-19,Benzine,3547
2001-09-20,Benzine,3549
2001-09-21,Benzine,3551
2001-09-21,Diesel,500
2001-09-22,Diesel,501
2001-09-22,Benzine,3552
2001-09-24,Diesel,502
2001-09-25,Benzine,3553
2001-09-26,Benzine,3555
2001-09-26,Diesel,503
2001-09-27,Benzine,3557
2001-09-28,Benzine,3568
2001-09-29,Benzine,3570
2001-10-02,Benzine,3571
2001-10-03,Benzine,3573
2001-10-04,Benzine,3575
2001-10-05,Diesel,504
2001-10-05,Benzine,3581
2001-10-06,Benzine,3586
2001-10-08,Benzine,3587
