Datum tenaamstelling,Kenteken,Brandstof omschrijving,Voertuigsoort,Merk,Handelsbenaming
1979-05-07,1,1,1,1,1
1979-05-11,1,1,1,1,1
1979-05-14,1,1,1,1,1
1979-05-25,1,1,1,1,1
1979-06-08,1,1,1,1,1
1979-06-11,1,1,1,1,1
1979-06-25,1,1,1,1,0
1979-07-06,1,1,1,1,1
1979-07-07,1,1,1,1,1
1979-07-10,1,1,1,1,1
1979-08-04,1,1,1,1,1
1979-08-06,1,1,1,1,1
1979-08-28,1,1,1,1,1
1979-09-06,1,1,1,1,1
1979-09-13,1,1,1,1,1
1979-09-27,1,1,1,1,1
1979-10-12,1,1,1,1,1
1979-11-06,1,1,1,1,1
1979-11-09,1,1,1,1,1
1979-12-20,1,1,1,1,1
1980-01-24,1,1,1,1,1
1980-01-25,1,1,1,1,1
1980-01-30,1,1,1,1,1
1980-03-18,1,1,1,1,1
1980-03-22,1,1,1,1,1
1980-04-02,1,1,1,1,1
1980-05-08,1,1,1,1,1
1980-05-13,1,1,1,1,1
1980-05-21,1,1,1,1,1
1980-05-22,1,1,1,1,1
1980-06-10,1,1,1,1,1
1980-07-02,1,1,1,1,1
1980-07-09,1,1,1,1,1
1980-08-01,1,1,1,1,1
1980-08-14,1,1,1,1,1
1980-08-28,1,1,1,1,1
1980-09-10,1,1,1,1,1
1980-09-23,1,1,1,1,1
1980-10-03,2,2,2,2,2
1980-10-06,1,1,1,1,1
1980-10-15,1,1,1,1,1
1980-10-31,1,1,1,1,1
1980-11-27,1,1,1,1,1
1980-12-17,2,2,2,2,2
1980-12-20,1,1,1,1,1
1981-01-08,1,1,1,1,1
1981-01-29,1,1,1,1,1
1981-02-12,1,1,1,1,1
1981-02-20,1,1,1,1,1
1981-02-21,1,1,1,1,1
1981-04-06,1,1,1,1,1
1981-04-09,1,1,1,1,1
1981-04-15,1,1,1,1,1
1981-04-28,1,1,1,1,1
1981-05-13,1,1,1,1,1
1981-06-02,1,1,1,1,1
1981-06-19,1,1,1,1,1
1981-06-24,1,1,1,1,1
1981-06-26,1,1,1,1,1
1981-07-08,1,1,1,1,1
1981-07-09,1,1,1,1,1
1981-08-25,1,1,1,1,1
1981-09-09,1,1,1,1,1
