Datum tenaamstelling,Kenteken,Brandstof omschrijving,Voertuigsoort,Merk,Handelsbenaming
2015-10-26,7,7,7,7,7
2015-10-27,3,3,3,3,3
2015-10-28,2,2,2,2,2
2015-10-29,3,3,3,3,3
2015-11-02,1,1,1,1,1
2015-11-04,1,1,1,1,1
2015-11-05,4,4,4,4,4
2015-11-06,1,1,1,1,1
2015-11-09,3,3,3,3,3
2015-11-10,91,91,91,91,91
2015-11-11,1,1,1,1,1
2015-11-12,2,2,2,2,2
2015-11-13,3,3,3,3,3
2015-11-14,2,2,2,2,2
2015-11-16,1,1,1,1,1
2015-11-17,2,2,2,2,2
2015-11-18,4,4,4,4,4
2015-11-20,1,1,1,1,1
2015-11-23,4,4,4,4,4
2015-11-25,2,2,2,2,2
2015-11-26,1,1,1,1,1
2015-11-27,1,1,1,1,1
2015-11-30,3,3,3,3,3
2015-12-01,1,1,1,1,1
2015-12-02,4,4,4,4,4
2015-12-03,3,3,3,3,3
2015-12-04,2,2,2,2,2
2015-12-07,1,1,1,1,1
2015-12-08,3,3,3,3,3
2015-12-09,3,3,3,3,3
2015-12-11,1,1,1,1,1
2015-12-16,3,3,3,3,3
2015-12-17,2,2,2,2,2
2015-12-18,1,1,1,1,1
2015-12-21,4,4,4,4,4
2015-12-23,1,1,1,1,1
2015-12-24,1,1,1,1,1
2015-12-28,2,2,2,2,2
2015-12-30,2,2,2,2,2
2015-12-31,2,2,2,2,2
2016-01-02,4,4,4,4,4
2016-01-05,2,2,2,2,2
2016-01-08,1,1,1,1,1
2016-01-10,1,1,1,1,1
2016-01-12,2,2,2,2,2
2016-01-13,1,1,1,1,1
2016-01-14,3,3,3,3,3
2016-01-15,4,4,4,4,4
2016-01-18,1,1,1,1,1
2016-01-19,1,1,1,1,1
2016-01-22,2,2,2,2,2
2016-01-23,1,1,1,1,1
2016-01-25,1,1,1,1,1
2016-01-26,2,2,2,2,2
2016-01-27,1,1,1,1,1
2016-01-28,1,1,1,1,1
2016-01-29,1,1,1,1,1
2016-01-30,1,1,1,1,1
2016-02-03,1,1,1,1,1
2016-02-05,1,1,1,1,1
2016-02-06,1,1,1,1,1
2016-02-08,3,3,3,3,3
2016-02-10,3,3,3,3,3
2016-02-11,1,1,1,1,1
2016-02-15,1,1,1,1,1
2016-02-16,1,1,1,1,1
2016-02-18,1,1,1,1,1
2016-02-22,13,13,13,13,13
2016-02-24,19,19,19,19,19
2016-02-25,4,4,4,4,4
2016-02-26,5,5,5,5,5
2016-03-01,2,2,2,2,2
2016-03-02,1,1,1,1,1
2016-03-04,4,4,4,4,4
2016-03-05,2,2,2,2,2
2016-03-08,1,1,1,1,1
2016-03-09,1,1,1,1,1
2016-03-10,1,1,1,1,1
2016-03-11,5,5,5,5,5
2016-03-15,1,1,1,1,1
2016-03-16,5,5,5,5,5
2016-03-17,1,1,1,1,1
2016-03-21,8,8,8,8,8
2016-03-23,3,3,3,3,3
2016-03-24,2,2,2,2,2
2016-03-25,2,2,2,2,2
2016-03-29,3,3,3,3,3
2016-03-30,3,3,3,3,3
2016-03-31,1,1,1,1,1
2016-04-01,5,5,5,5,5
2016-04-02,3,3,3,3,3
2016-04-04,11,11,11,11,11
2016-04-05,3,3,3,3,3
2016-04-06,2,2,2,2,2
2016-04-07,5,5,5,5,5
2016-04-09,1,1,1,1,1
2016-04-11,4,4,4,4,4
2016-04-12,2,2,2,2,2
2016-04-14,1,1,1,1,1
2016-04-15,4,4,4,4,4
2016-04-18,1,1,1,1,1
2016-04-19,3,3,3,3,3
2016-04-20,1,1,1,1,1
2016-04-22,2,2,2,2,2
2016-04-23,1,1,1,1,1
2016-04-25,1,1,1,1,1
2016-04-28,5,5,5,5,5
2016-04-29,2,2,2,2,2
2016-05-03,3,3,3,3,3
2016-05-07,1,1,1,1,1
2016-05-09,2,2,2,2,2
2016-05-11,2,2,2,2,2
2016-05-12,1,1,1,1,1
2016-05-13,22,22,22,22,22
2016-05-14,1,1,1,1,1
2016-05-17,1,1,1,1,1
2016-05-18,1,1,1,1,1
2016-05-19,3,3,3,3,3
2016-05-23,2,2,2,2,2
2016-05-24,1,1,1,1,1
2016-05-26,3,3,3,3,3
2016-05-27,1,1,1,1,1
2016-05-30,5,5,5,5,5
2016-05-31,1,1,1,1,1
2016-06-02,1,1,1,1,1
2016-06-03,4,4,4,4,4
2016-06-04,3,3,3,3,3
2016-06-06,1,1,1,1,1
2016-06-07,3,3,3,3,3
2016-06-08,3,3,3,3,3
2016-06-09,3,3,3,3,3
2016-06-10,9,9,9,9,9
2016-06-11,1,1,1,1,1
2016-06-13,1,1,1,1,1
2016-06-15,1,1,1,1,1
2016-06-16,1,1,1,1,1
2016-06-17,6,6,6,6,6
2016-06-18,1,1,1,1,1
2016-06-20,1,1,1,1,1
2016-06-22,3,3,3,3,3
2016-06-24,1,1,1,1,1
2016-06-28,5,5,5,5,5
2016-06-29,11,11,11,11,11
2016-06-30,1,1,1,1,1
2016-07-01,3,3,3,3,3
2016-07-04,1,1,1,1,1
2016-07-05,2,2,2,2,2
2016-07-06,6,6,6,6,6
2016-07-07,4,4,4,4,4
2016-07-08,4,4,4,4,4
2016-07-11,9,9,9,9,9
2016-07-14,2,2,2,2,2
2016-07-15,4,4,4,4,4
2016-07-19,4,4,4,4,4
2016-07-20,7,7,7,7,7
2016-07-21,3,3,3,3,3
2016-07-26,1,1,1,1,1
2016-07-27,5,5,5,5,5
2016-07-28,2,2,2,2,2
2016-07-29,5,5,5,5,5
2016-08-01,3,3,3,3,3
2016-08-02,43,43,43,43,43
2016-08-04,1,1,1,1,1
2016-08-05,3,3,3,3,3
2016-08-08,4,4,4,4,4
2016-08-09,1,1,1,1,1
2016-08-10,2,2,2,2,2
2016-08-11,1,1,1,1,1
2016-08-12,3,3,3,3,3
2016-08-15,2,2,2,2,2
2016-08-16,19,19,19,19,19
2016-08-17,1,1,1,1,1
2016-08-18,11,11,11,11,11
2016-08-19,4,4,4,4,4
2016-08-22,7,7,7,7,7
2016-08-23,1,1,1,1,1
2016-08-24,21,21,21,21,21
2016-08-25,1,1,1,1,1
2016-08-26,4,4,4,4,4
2016-08-29,3,3,3,3,3
2016-08-30,1,1,1,1,1
2016-08-31,8,8,8,8,8
2016-09-01,5,5,5,5,5
2016-09-02,1,1,1,1,1
2016-09-06,2,2,2,2,2
2016-09-07,1,1,1,1,1
2016-09-08,3,3,3,3,3
2016-09-09,5,5,5,5,5
2016-09-10,1,1,1,1,1
2016-09-12,1,1,1,1,1
2016-09-13,3,3,3,3,3
2016-09-14,2,2,2,2,2
2016-09-15,7,7,7,7,7
2016-09-16,3,3,3,3,3
2016-09-17,1,1,1,1,1
2016-09-19,2,2,2,2,2
2016-09-20,11,11,11,11,11
2016-09-21,6,6,6,6,6
2016-09-22,2,2,2,2,2
2016-09-23,6,6,6,6,6
2016-09-26,3,3,3,3,3
2016-09-27,1,1,1,1,1
2016-09-28,4,4,4,4,4
2016-09-29,3,3,3,3,3
2016-09-30,2,2,2,2,2
2016-10-01,1,1,1,1,1
2016-10-03,5,5,5,5,5
2016-10-04,3,3,3,3,3
2016-10-05,3,3,3,3,3
2016-10-07,3,3,3,3,3
2016-10-10,1,1,1,1,1
2016-10-11,1,1,1,1,1
2016-10-12,21,21,21,21,21
2016-10-14,4,4,4,4,4
2016-10-17,1,1,1,1,1
2016-10-18,6,6,6,6,6
2016-10-19,1,1,1,1,1
2016-10-21,6,6,6,6,6
2016-10-24,3,3,3,3,3
2016-10-25,14,14,14,14,14
2016-10-26,6,6,6,6,6
2016-10-27,5,5,5,5,5
2016-10-28,5,5,5,5,5
2016-10-31,11,11,11,11,11
2016-11-01,3,3,3,3,3
2016-11-02,4,4,4,4,4
2016-11-03,2,2,2,2,2
2016-11-04,9,9,9,9,9
2016-11-05,1,1,1,1,1
2016-11-07,4,4,4,4,4
2016-11-08,5,5,5,5,5
2016-11-09,15,15,15,15,15
2016-11-10,8,8,8,8,8
2016-11-11,2,2,2,2,2
2016-11-12,1,1,1,1,1
2016-11-14,5,5,5,5,5
2016-11-15,4,4,4,4,4
2016-11-16,15,15,15,15,15
2016-11-17,1,1,1,1,1
2016-11-18,1,1,1,1,1
2016-11-20,1,1,1,1,1
2016-11-21,5,5,5,5,5
2016-11-22,1,1,1,1,1
2016-11-23,16,16,16,16,16
2016-11-24,2,2,2,2,2
2016-11-25,15,15,15,15,15
2016-11-26,1,1,1,1,1
2016-11-28,2,2,2,2,2
2016-11-29,27,27,27,27,27
2016-11-30,21,21,21,21,21
2016-12-01,4,4,4,4,4
2016-12-02,1,1,1,1,1
2016-12-05,8,8,8,8,8
2016-12-06,48,48,48,48,48
2016-12-07,2,2,2,2,2
2016-12-08,1,1,1,1,1
2016-12-09,4,4,4,4,4
2016-12-12,4,4,4,4,4
2016-12-14,2,2,2,2,2
2016-12-15,1,1,1,1,1
2016-12-16,2,2,2,2,2
2016-12-17,2,2,2,2,2
2016-12-19,6,6,6,6,6
2016-12-20,1,1,1,1,1
2016-12-22,8,8,8,8,8
2016-12-23,4,4,4,4,4
2016-12-24,2,2,2,2,2
2016-12-27,5,5,5,5,5
2016-12-28,6,6,6,6,6
2016-12-29,3,3,3,3,3
2016-12-30,17,17,17,17,17
2017-01-02,1,1,1,1,1
2017-01-03,18,18,18,18,18
2017-01-04,10,10,10,10,10
2017-01-05,5,5,5,5,5
2017-01-06,5,5,5,5,5
2017-01-07,4,4,4,4,4
2017-01-09,4,4,4,4,4
2017-01-12,13,13,13,13,13
2017-01-13,2,2,2,2,2
2017-01-14,2,2,2,2,2
2017-01-16,3,3,3,3,3
2017-01-17,5,5,5,5,5
2017-01-19,2,2,2,2,2
2017-01-20,20,20,20,20,20
2017-01-21,1,1,1,1,1
2017-01-23,2,2,2,2,2
2017-01-24,2,2,2,2,2
2017-01-25,1,1,1,1,1
2017-01-26,1,1,1,1,1
2017-01-27,1,1,1,1,1
2017-01-28,2,2,2,2,2
2017-01-30,2,2,2,2,2
2017-01-31,5,5,5,5,5
2017-02-01,18,18,18,18,18
2017-02-02,1,1,1,1,1
2017-02-03,3,3,3,3,3
2017-02-04,1,1,1,1,1
2017-02-06,3,3,3,3,3
2017-02-07,102,102,102,102,102
2017-02-08,15,15,15,15,15
2017-02-09,1,1,1,1,1
2017-02-10,1,1,1,1,1
2017-02-11,1,1,1,1,1
2017-02-13,3,3,3,3,3
2017-02-15,19,19,19,19,19
2017-02-16,3,3,3,3,3
2017-02-21,1,1,1,1,1
2017-02-22,18,18,18,18,18
2017-02-23,4,4,4,4,4
2017-02-24,1,1,1,1,1
2017-02-25,1,1,1,1,1
2017-02-27,1,1,1,1,1
2017-02-28,1,1,1,1,1
2017-03-01,12,12,12,12,12
2017-03-03,17,17,17,17,17
2017-03-06,2,2,2,2,2
2017-03-07,7,7,7,7,7
2017-03-08,18,18,18,18,18
2017-03-13,2,2,2,2,2
2017-03-14,3,3,3,3,3
2017-03-15,19,19,19,19,19
2017-03-16,5,5,5,5,5
2017-03-17,3,3,3,3,3
2017-03-18,1,1,1,1,1
2017-03-19,1,1,1,1,1
2017-03-21,2,2,2,2,2
2017-03-22,10,10,10,10,10
2017-03-23,2,2,2,2,2
2017-03-24,3,3,3,3,3
2017-03-25,1,1,1,1,1
2017-03-27,1,1,1,1,1
2017-03-28,6,6,6,6,6
2017-03-29,4,4,4,4,4
2017-03-30,6,6,6,6,6
2017-03-31,5,5,5,5,5
2017-04-01,3,3,3,3,3
2017-04-03,1,1,1,1,1
2017-04-04,14,14,14,14,14
2017-04-05,7,7,7,7,7
2017-04-06,7,7,7,7,7
2017-04-07,14,14,14,14,14
2017-04-08,2,2,2,2,2
2017-04-09,1,1,1,1,1
2017-04-10,7,7,7,7,7
2017-04-11,6,6,6,6,6
2017-04-12,19,19,19,19,19
2017-04-13,32,32,32,32,32
2017-04-14,3,3,3,3,3
2017-04-15,1,1,1,1,1
2017-04-18,2,2,2,2,2
2017-04-19,2,2,2,2,2
2017-04-20,8,8,8,8,8
2017-04-21,22,22,22,22,22
2017-04-24,5,5,5,5,5
2017-04-25,7,7,7,7,7
2017-04-26,1,1,1,1,1
2017-04-28,2,2,2,2,2
2017-04-29,1,1,1,1,1
2017-05-01,13,13,13,13,13
2017-05-02,3,3,3,3,3
2017-05-03,3,3,3,3,3
2017-05-04,2,2,2,2,2
2017-05-05,3,3,3,3,3
2017-05-06,2,2,2,2,2
2017-05-08,6,6,6,6,6
2017-05-09,4,4,4,4,4
2017-05-10,8,8,8,8,8
2017-05-11,10,10,10,10,10
2017-05-12,17,17,17,17,17
2017-05-13,4,4,4,4,4
2017-05-15,2,2,2,2,2
2017-05-16,5,5,5,5,5
2017-05-17,3,3,3,3,3
2017-05-18,20,20,20,20,20
2017-05-19,5,5,5,5,5
2017-05-22,4,4,4,4,4
2017-05-23,2,2,2,2,2
2017-05-24,7,7,7,7,7
2017-05-25,1,1,1,1,1
2017-05-26,1,1,1,1,1
2017-05-30,4,4,4,4,4
2017-05-31,3,3,3,3,3
2017-06-01,16,16,16,16,16
2017-06-02,2,2,2,2,2
2017-06-03,1,1,1,1,1
2017-06-06,2,2,2,2,2
2017-06-07,11,11,11,11,11
2017-06-08,1,1,1,1,1
2017-06-09,11,11,11,11,11
2017-06-10,1,1,1,1,1
2017-06-12,19,19,19,19,19
2017-06-13,6,6,6,6,6
2017-06-14,18,18,18,18,18
2017-06-15,9,9,9,9,9
2017-06-16,2,2,2,2,2
2017-06-17,3,3,3,3,3
2017-06-18,1,1,1,1,1
2017-06-19,17,17,17,17,17
2017-06-21,12,12,12,12,12
2017-06-22,2,2,2,2,2
2017-06-23,1,1,1,1,1
2017-06-24,2,2,2,2,2
2017-06-26,7,7,7,7,7
2017-06-27,12,12,12,12,12
2017-06-28,8,8,8,8,8
2017-06-29,9,9,9,9,9
2017-06-30,29,29,29,29,29
2017-07-01,1,1,1,1,1
2017-07-03,2,2,2,2,2
2017-07-05,27,27,27,27,27
2017-07-06,3,3,3,3,3
2017-07-07,15,15,15,15,15
2017-07-08,1,1,1,1,1
2017-07-10,13,13,13,13,13
2017-07-11,6,6,6,6,6
2017-07-12,5,5,5,5,5
2017-07-13,2,2,2,2,2
2017-07-14,17,17,17,17,17
2017-07-15,1,1,1,1,1
2017-07-17,5,5,5,5,5
2017-07-19,16,16,16,16,16
2017-07-20,4,4,4,4,4
2017-07-21,19,19,19,19,19
2017-07-24,3,3,3,3,3
2017-07-25,4,4,4,4,4
2017-07-26,1,1,1,1,1
2017-07-27,5,5,5,5,5
2017-07-28,4,4,4,4,4
2017-07-29,2,2,2,2,2
2017-07-31,6,6,6,6,6
2017-08-01,1,1,1,1,1
2017-08-02,12,12,12,12,12
2017-08-03,23,23,23,23,23
2017-08-04,4,4,4,4,4
2017-08-05,1,1,1,1,1
2017-08-07,10,10,10,10,10
2017-08-08,18,18,18,18,18
2017-08-09,7,7,7,7,7
2017-08-10,32,32,32,32,32
2017-08-11,20,20,20,20,20
2017-08-12,2,2,2,2,2
2017-08-14,22,22,22,22,22
2017-08-15,30,30,30,30,30
2017-08-16,20,20,20,20,20
2017-08-17,4,4,4,4,4
2017-08-19,1,1,1,1,1
2017-08-21,34,34,34,34,34
2017-08-22,4,4,4,4,4
2017-08-23,2,2,2,2,2
2017-08-24,4,4,4,4,4
2017-08-25,20,20,20,20,20
2017-08-29,2,2,2,2,2
2017-08-30,3,3,3,3,3
2017-08-31,1,1,1,1,1
2017-09-01,1,1,1,1,1
2017-09-02,1,1,1,1,1
2017-09-04,14,14,14,14,14
2017-09-05,1,1,1,1,1
2017-09-06,3,3,3,3,3
2017-09-07,4,4,4,4,4
2017-09-08,3,3,3,3,3
2017-09-11,4,4,4,4,4
2017-09-13,10,10,10,10,10
2017-09-14,7,7,7,7,7
2017-09-15,3,3,3,3,3
2017-09-16,1,1,1,1,1
2017-09-18,1,1,1,1,1
2017-09-19,1,1,1,1,1
2017-09-20,1,1,1,1,1
2017-09-21,11,11,11,11,11
2017-09-22,3,3,3,3,3
2017-09-23,3,3,3,3,3
2017-09-25,2,2,2,2,2
2017-09-26,4,4,4,4,4
2017-09-27,8,8,8,8,8
2017-09-28,1,1,1,1,1
2017-09-29,7,7,7,7,7
2017-09-30,2,2,2,2,2
2017-10-02,4,4,4,4,4
2017-10-03,1,1,1,1,1
2017-10-04,4,4,4,4,4
2017-10-05,19,19,19,19,19
2017-10-06,3,3,3,3,3
2017-10-07,1,1,1,1,1
2017-10-09,2,2,2,2,2
2017-10-10,2,2,2,2,2
2017-10-11,11,11,11,11,11
2017-10-12,6,6,6,6,6
2017-10-13,4,4,4,4,4
2017-10-14,1,1,1,1,1
2017-10-16,2,2,2,2,2
2017-10-17,3,3,3,3,3
2017-10-18,5,5,5,5,5
2017-10-19,13,13,13,13,13
2017-10-20,1,1,1,1,1
2017-10-23,2,2,2,2,2
2017-10-24,3,3,3,3,3
2017-10-25,3,3,3,3,3
2017-10-26,15,15,15,15,15
2017-10-27,6,6,6,6,6
2017-10-28,1,1,1,1,1
2017-10-30,7,7,7,7,7
2017-10-31,1,1,1,1,1
2017-11-01,7,7,7,7,7
2017-11-02,9,9,9,9,9
2017-11-03,5,5,5,5,5
2017-11-04,1,1,1,1,1
2017-11-06,20,20,20,20,20
2017-11-07,5,5,5,5,5
2017-11-08,7,7,7,7,7
2017-11-09,2,2,2,2,2
2017-11-10,8,8,8,8,8
2017-11-11,1,1,1,1,1
2017-11-13,5,5,5,5,5
2017-11-14,5,5,5,5,5
2017-11-15,1,1,1,1,1
2017-11-16,6,6,6,6,6
2017-11-17,3,3,3,3,3
2017-11-18,2,2,2,2,2
2017-11-20,8,8,8,8,8
2017-11-21,7,7,7,7,7
2017-11-22,10,10,10,10,10
2017-11-23,6,6,6,6,6
2017-11-24,4,4,4,4,4
2017-11-25,2,2,2,2,2
2017-11-27,9,9,9,9,9
2017-11-28,14,14,14,14,14
2017-11-29,3,3,3,3,3
2017-11-30,3,3,3,3,3
2017-12-01,7,7,7,7,7
2017-12-02,2,2,2,2,2
2017-12-04,2,2,2,2,2
2017-12-06,4,4,4,4,4
2017-12-07,4,4,4,4,4
2017-12-08,4,4,4,4,4
2017-12-11,5,5,5,5,5
2017-12-12,1,1,1,1,1
2017-12-13,3,3,3,3,3
2017-12-14,8,8,8,8,8
2017-12-15,4,4,4,4,4
2017-12-16,1,1,1,1,1
2017-12-17,1,1,1,1,1
2017-12-18,4,4,4,4,4
2017-12-19,3,3,3,3,3
2017-12-22,2,2,2,2,2
2017-12-23,13,13,13,13,13
2017-12-27,1,1,1,1,1
2017-12-28,4,4,4,4,4
2017-12-29,2,2,2,2,2
2017-12-30,3,3,3,3,3
2017-12-31,1,1,1,1,1
2018-01-02,27,27,27,27,27
2018-01-03,2,2,2,2,2
2018-01-04,5,5,5,5,5
2018-01-05,7,7,7,7,7
2018-01-08,11,11,11,11,11
2018-01-09,7,7,7,7,7
2018-01-10,2,2,2,2,2
2018-01-11,4,4,4,4,4
2018-01-12,6,6,6,6,6
2018-01-13,1,1,1,1,1
2018-01-15,4,4,4,4,4
2018-01-16,3,3,3,3,3
2018-01-17,6,6,6,6,6
2018-01-18,6,6,6,6,6
2018-01-19,4,4,4,4,4
2018-01-20,4,4,4,4,4
2018-01-22,3,3,3,3,3
2018-01-23,4,4,4,4,4
2018-01-24,3,3,3,3,3
2018-01-25,1,1,1,1,1
2018-01-26,6,6,6,6,6
2018-01-27,2,2,2,2,2
2018-01-29,8,8,8,8,8
2018-01-30,1,1,1,1,1
2018-01-31,17,17,17,17,17
2018-02-01,1,1,1,1,1
2018-02-02,2,2,2,2,2
2018-02-03,1,1,1,1,1
2018-02-05,5,5,5,5,5
2018-02-06,4,4,4,4,4
2018-02-07,12,12,12,12,12
2018-02-08,4,4,4,4,4
2018-02-09,6,6,6,6,6
2018-02-12,7,7,7,7,7
2018-02-13,1,1,1,1,1
2018-02-14,20,20,20,20,20
2018-02-15,5,5,5,5,5
2018-02-16,14,14,14,14,14
2018-02-17,3,3,3,3,3
2018-02-19,37,37,37,37,37
2018-02-20,1,1,1,1,1
2018-02-21,2,2,2,2,2
2018-02-22,6,6,6,6,6
2018-02-23,10,10,10,10,10
2018-02-24,1,1,1,1,1
2018-02-26,10,10,10,10,10
2018-02-27,19,19,19,19,19
2018-02-28,32,32,32,32,32
2018-03-01,4,4,4,4,4
2018-03-02,2,2,2,2,2
2018-03-03,1,1,1,1,1
2018-03-05,24,24,24,24,24
2018-03-06,1,1,1,1,1
2018-03-08,1,1,1,1,1
2018-03-09,2,2,2,2,2
2018-03-10,2,2,2,2,2
2018-03-12,21,21,21,21,21
2018-03-13,13,13,13,13,13
2018-03-14,1,1,1,1,1
2018-03-15,2,2,2,2,2
2018-03-16,11,11,11,11,11
2018-03-17,3,3,3,3,3
2018-03-19,18,18,18,18,18
2018-03-20,3,3,3,3,3
2018-03-21,4,4,4,4,4
2018-03-22,2,2,2,2,2
2018-03-23,10,10,10,10,10
2018-03-24,2,2,2,2,2
2018-03-26,29,29,29,29,29
2018-03-27,11,11,11,11,11
2018-03-28,13,13,13,13,13
2018-03-29,4,4,4,4,4
2018-03-30,11,11,11,11,11
2018-03-31,1,1,1,1,1
2018-04-03,28,28,28,28,28
2018-04-04,10,10,10,10,10
2018-04-05,3,3,3,3,3
2018-04-06,3,3,3,3,3
2018-04-07,1,1,1,1,1
2018-04-09,30,30,30,30,30
2018-04-10,11,11,11,11,11
2018-04-11,2,2,2,2,2
2018-04-12,5,5,5,5,5
2018-04-13,23,23,23,23,23
2018-04-14,2,2,2,2,2
2018-04-16,19,19,19,19,19
2018-04-17,3,3,3,3,3
2018-04-18,2,2,2,2,2
2018-04-19,4,4,4,4,4
2018-04-20,4,4,4,4,4
2018-04-21,1,1,1,1,1
2018-04-24,7,7,7,7,7
2018-04-25,2,2,2,2,2
2018-04-26,19,19,19,19,19
2018-04-28,1,1,1,1,1
2018-04-30,10,10,10,10,10
2018-05-01,2,2,2,2,2
2018-05-02,5,5,5,5,5
2018-05-03,12,12,12,12,12
2018-05-04,15,15,15,15,15
2018-05-05,1,1,1,1,1
2018-05-07,14,14,14,14,14
2018-05-08,8,8,8,8,8
2018-05-09,15,15,15,15,15
2018-05-11,12,12,12,12,12
2018-05-13,1,1,1,1,1
2018-05-14,8,8,8,8,8
2018-05-15,17,17,17,17,17
2018-05-16,4,4,4,4,4
2018-05-17,1,1,1,1,1
2018-05-18,7,7,7,7,7
2018-05-19,1,1,1,1,1
2018-05-21,1,1,1,1,1
2018-05-22,17,17,17,17,17
2018-05-23,22,22,22,22,22
2018-05-24,7,7,7,7,7
2018-05-25,19,19,19,19,19
2018-05-26,1,1,1,1,1
2018-05-28,2,2,2,2,2
2018-05-29,27,27,27,27,27
2018-05-30,2,2,2,2,2
2018-05-31,25,25,25,25,25
2018-06-01,32,32,32,32,32
2018-06-04,3,3,3,3,3
2018-06-05,5,5,5,5,5
2018-06-06,3,3,3,3,3
2018-06-07,5,5,5,5,5
2018-06-08,3,3,3,3,3
2018-06-09,2,2,2,2,2
2018-06-11,3,3,3,3,3
2018-06-12,2,2,2,2,2
2018-06-13,3,3,3,3,3
2018-06-14,4,4,4,4,4
2018-06-15,6,6,6,6,6
2018-06-16,2,2,2,2,2
2018-06-18,8,8,8,8,8
2018-06-19,3,3,3,3,3
2018-06-20,6,6,6,6,6
2018-06-21,10,10,10,10,10
2018-06-22,1,1,1,1,1
2018-06-23,4,4,4,4,4
2018-06-25,2,2,2,2,2
2018-06-26,2,2,2,2,2
2018-06-27,4,4,4,4,4
2018-06-28,15,15,15,15,15
2018-06-29,15,15,15,15,15
2018-06-30,3,3,3,3,3
2018-07-02,1,1,1,1,1
2018-07-03,2,2,2,2,2
2018-07-04,5,5,5,5,5
2018-07-05,4,4,4,4,4
2018-07-06,24,24,24,24,24
2018-07-07,4,4,4,4,4
2018-07-09,14,14,14,14,14
2018-07-10,1,1,1,1,1
2018-07-11,7,7,7,7,7
2018-07-12,6,6,6,6,6
2018-07-13,13,13,13,13,13
2018-07-16,2,2,2,2,2
2018-07-17,1,1,1,1,1
2018-07-18,5,5,5,5,5
2018-07-19,5,5,5,5,5
2018-07-20,21,21,21,21,21
2018-07-21,1,1,1,1,1
2018-07-23,11,11,11,11,11
2018-07-24,2,2,2,2,2
2018-07-25,3,3,3,3,3
2018-07-26,14,14,14,14,14
2018-07-27,33,33,33,33,33
2018-07-28,1,1,1,1,1
2018-07-30,1,1,1,1,1
2018-07-31,8,8,8,8,8
2018-08-01,23,23,23,23,23
2018-08-02,2,2,2,2,2
2018-08-03,5,5,5,5,5
2018-08-07,2,2,2,2,2
2018-08-08,41,41,41,41,41
2018-08-09,11,11,11,11,11
2018-08-10,7,7,7,7,7
2018-08-11,1,1,1,1,1
2018-08-13,3,3,3,3,3
2018-08-14,3,3,3,3,3
2018-08-15,4,4,4,4,4
2018-08-16,4,4,4,4,4
2018-08-17,3,3,3,3,3
2018-08-18,1,1,1,1,1
2018-08-20,9,9,9,9,9
2018-08-21,4,4,4,4,4
2018-08-22,27,27,27,27,27
2018-08-23,4,4,4,4,4
2018-08-24,8,8,8,8,8
2018-08-25,2,2,2,2,2
2018-08-26,1,1,1,1,1
2018-08-27,4,4,4,4,4
2018-08-28,2,2,2,2,2
2018-08-29,3,3,3,3,3
2018-08-30,2,2,2,2,2
2018-08-31,3,3,3,3,3
2018-09-01,2,2,2,2,2
2018-09-03,2,2,2,2,2
2018-09-04,4,4,4,4,4
2018-09-05,5,5,5,5,5
2018-09-07,4,4,4,4,4
2018-09-08,1,1,1,1,1
2018-09-10,6,6,6,6,6
2018-09-11,2,2,2,2,2
2018-09-12,2,2,2,2,2
2018-09-13,4,4,4,4,4
2018-09-14,6,6,6,6,6
2018-09-15,2,2,2,2,2
2018-09-17,2,2,2,2,2
2018-09-18,2,2,2,2,2
2018-09-19,1,1,1,1,1
2018-09-20,4,4,4,4,4
2018-09-21,2,2,2,2,2
2018-09-22,1,1,1,1,1
2018-09-23,1,1,1,1,1
2018-09-24,2,2,2,2,2
2018-09-25,2,2,2,2,2
2018-09-26,8,8,8,8,8
2018-09-27,21,21,21,21,21
2018-09-28,9,9,9,9,9
2018-09-29,2,2,2,2,2
2018-10-01,5,5,5,5,5
2018-10-02,1,1,1,1,1
2018-10-03,2,2,2,2,2
2018-10-04,4,4,4,4,4
2018-10-05,9,9,9,9,9
2018-10-06,1,1,1,1,1
2018-10-07,1,1,1,1,1
2018-10-08,4,4,4,4,4
2018-10-09,1,1,1,1,1
2018-10-10,3,3,3,3,3
2018-10-11,2,2,2,2,2
2018-10-12,3,3,3,3,3
2018-10-15,13,13,13,13,13
2018-10-16,1,1,1,1,1
2018-10-17,3,3,3,3,3
2018-10-18,14,14,14,14,14
2018-10-19,2,2,2,2,2
2018-10-20,4,4,4,4,4
2018-10-22,4,4,4,4,4
2018-10-23,1,1,1,1,1
2018-10-24,6,6,6,6,6
2018-10-25,13,13,13,13,13
2018-10-26,3,3,3,3,3
2018-10-27,1,1,1,1,1
2018-10-28,1,1,1,1,1
2018-10-29,9,9,9,9,9
2018-10-30,2,2,2,2,2
2018-10-31,5,5,5,5,5
2018-11-01,2,2,2,2,2
2018-11-02,4,4,4,4,4
2018-11-03,1,1,1,1,1
2018-11-05,2,2,2,2,2
2018-11-06,1,1,1,1,1
2018-11-07,3,3,3,3,3
2018-11-08,9,9,9,9,9
2018-11-09,4,4,4,4,4
2018-11-10,2,2,2,2,2
2018-11-12,12,12,12,12,12
2018-11-13,3,3,3,3,3
2018-11-14,4,4,4,4,4
2018-11-16,3,3,3,3,3
2018-11-17,1,1,1,1,1
2018-11-19,4,4,4,4,4
2018-11-20,1,1,1,1,1
2018-11-21,2,2,2,2,2
